provider,source_key,year,instrument,url,status,remote_size_mb,cached,gom_profiles,usable_profiles,notes
ARGO_GDAC_INDEX,ar_index_global_prof,20230101-20241231,pfl,https://data-argo.ifremer.fr/ar_index_global_prof.txt,available,,False,5393,not_counted_profile_index_only,"total_index_rows=3321538; dac_counts={'aoml': 5387, 'bodc': 6}; sample_files=['aoml/4901716/profiles/R4901716_286.nc', 'aoml/4901716/profiles/R4901716_287.nc', 'aoml/4901716/profiles/R4901716_288.nc', 'aoml/4901716/profiles/R4901716_289.nc', 'aoml/4901716/profiles/R4901716_290.nc', 'aoml/4901716/profiles/R4901716_291.nc', 'aoml/4901716/profiles/R4901716_292.nc', 'aoml/4901716/profiles/R4901716_293.nc', 'aoml/4901716/profiles/R4901716_294.nc', 'aoml/4902349/profiles/D4902349_237.nc']"
